gene_id,gene_name
ENSG00000265118.5,AC134669.1
ENSG00000263990.1,AC004253.1
ENSG00000277511.1,AC116407.2
ENSG00000214708.4,AC116407.1
ENSG00000265139.1,AC005899.3
ENSG00000274341.1,AC005899.6
ENSG00000278668.1,AC005899.7
ENSG00000266385.1,AC005899.5
ENSG00000279762.3,AC005899.8
ENSG00000264083.1,AC005899.1
ENSG00000266718.2,AC079336.5
ENSG00000266599.1,AC079336.4
ENSG00000264458.1,AC025211.1
ENSG00000236377.1,AC084809.2
ENSG00000266535.1,AC008133.1
ENSG00000265125.5,AC011824.2
ENSG00000265115.1,AC011824.1
ENSG00000263571.3,AC004147.2
ENSG00000264622.1,AC022903.1
ENSG00000267618.5,AC004223.3
ENSG00000273687.1,AC004223.4
ENSG00000266947.1,AC022916.1
ENSG00000267364.2,AC022706.1
ENSG00000270871.1,AC015849.3
ENSG00000270240.2,AC015849.1
ENSG00000270977.2,AC015849.5
ENSG00000276241.1,AC243829.2
ENSG00000274767.1,AC243829.1
ENSG00000275720.1,AC243830.2
ENSG00000275613.2,AC243830.1
ENSG00000278638.2,AC244093.5
ENSG00000273965.1,AC243654.1
ENSG00000277688.1,AC243585.2
ENSG00000277501.1,AC243571.2
ENSG00000274996.1,AC006449.1
ENSG00000277969.1,AC006449.6
ENSG00000275532.1,AC006449.2
ENSG00000275665.1,AC006449.3
ENSG00000277182.1,AC006449.5
ENSG00000266469.2,AC005288.1
ENSG00000273576.1,AC009283.1
ENSG00000214546.4,AC087491.1
ENSG00000264968.1,AC090844.2
ENSG00000266088.6,AC004585.1
ENSG00000264058.2,AC073508.2
ENSG00000278834.1,AC073508.3
ENSG00000265359.1,AC004231.3
ENSG00000234477.1,AC004231.1
ENSG00000267658.1,AC099811.3
ENSG00000266962.2,AC067852.2
ENSG00000267042.1,AC100793.2
ENSG00000267765.1,AC100793.3
ENSG00000273650.1,AC100793.4
ENSG00000282199.1,AC007993.3
ENSG00000267394.1,AC004596.1
ENSG00000260793.2,AC003102.1
ENSG00000267505.1,AC005180.2
ENSG00000267405.1,AC005180.1
ENSG00000276728.1,AC142472.1
ENSG00000224505.2,AC138150.1
ENSG00000233175.2,AC008105.1
ENSG00000236234.1,AC091132.2
ENSG00000267246.1,AC091132.5
ENSG00000261886.1,AC005670.1
ENSG00000262633.2,AC005670.2
ENSG00000261872.1,AC002558.2
ENSG00000259753.1,AC068234.1
ENSG00000276790.1,AC068234.2
ENSG00000253347.1,AC040934.1
ENSG00000263766.5,AC025682.1
ENSG00000264019.1,AC018521.2
ENSG00000264701.1,AC018521.4
ENSG00000230532.1,AC091133.1
ENSG00000248714.7,AC091180.2
ENSG00000262039.1,AC091180.5
ENSG00000249906.1,AC006487.1
ENSG00000250751.1,AC015795.1
ENSG00000204584.1,AC027801.1
ENSG00000254039.1,AC027801.4
ENSG00000249176.1,AC027801.3
ENSG00000248172.1,AC009720.1
ENSG00000253730.1,AC015909.2
ENSG00000261959.1,AC015909.3
ENSG00000249451.1,AC021491.1
ENSG00000262967.1,AC005921.2
ENSG00000261976.2,AC091062.1
ENSG00000247011.2,AC005920.1
ENSG00000249870.1,AC005920.2
ENSG00000262079.1,AC007638.1
ENSG00000262052.1,AC090618.1
ENSG00000263004.2,AC007114.1
ENSG00000263089.1,AC007114.2
ENSG00000265542.5,AC015845.2
ENSG00000264914.1,AC015845.1
ENSG00000278642.1,AC015813.4
ENSG00000266086.3,AC015813.2
ENSG00000278627.1,AC005962.1
ENSG00000265206.5,AC004687.1
ENSG00000224738.1,AC099850.1
ENSG00000265303.1,AC099850.2
ENSG00000266002.1,AC091059.1
ENSG00000273702.1,AC091271.1
ENSG00000267318.1,AC005702.1
ENSG00000267416.1,AC025048.4
ENSG00000259349.2,AC011921.1
ENSG00000267207.1,AC005884.1
ENSG00000267131.1,AC005746.2
ENSG00000277463.1,AC080038.2
ENSG00000265702.2,AC005821.1
ENSG00000264513.1,AC006270.1
ENSG00000233635.2,AC015923.1
ENSG00000226797.2,AC005828.1
ENSG00000263644.1,AC005828.3
ENSG00000264813.6,AC113554.1
ENSG00000125695.12,AC046185.1
ENSG00000265218.1,AC103810.2
ENSG00000265912.1,AC037487.1
ENSG00000266076.1,AC004805.1
ENSG00000264421.1,AC007448.3
ENSG00000265055.2,AC145343.1
ENSG00000278730.1,AC005332.6
ENSG00000274561.1,AC005332.3
ENSG00000277476.1,AC005332.5
ENSG00000278740.1,AC005332.7
ENSG00000274712.2,AC005332.4
ENSG00000267461.1,AC079210.1
ENSG00000267653.1,AC002546.1
ENSG00000230258.6,AC005208.1
ENSG00000267109.1,AC011990.1
ENSG00000283517.1,AC005144.1
ENSG00000277728.1,AC097641.2
ENSG00000264985.4,AC124804.1
ENSG00000266765.1,AC137735.1
ENSG00000264272.1,AC100786.1
ENSG00000264659.2,AC064805.2
ENSG00000263843.1,AC022211.2
ENSG00000265987.1,AC011933.4
ENSG00000267801.1,AC087289.5
ENSG00000267342.1,AC087289.2
ENSG00000267426.5,AC087289.3
ENSG00000267546.2,AC015802.4
ENSG00000261335.1,AC005837.1
ENSG00000274051.1,AC005837.3
ENSG00000267168.1,AC005837.2
ENSG00000265121.1,AC068594.1
ENSG00000266998.1,AC111182.1
ENSG00000267665.2,AC021683.3
ENSG00000267506.5,AC021683.2
ENSG00000267737.1,AC087645.2
ENSG00000200063.1,AC061992.1
ENSG00000262580.5,AC087741.1
ENSG00000276863.1,AC124319.2
ENSG00000280248.1,AC124319.3
ENSG00000262873.2,AC127496.5
ENSG00000279187.1,AC027601.4
ENSG00000263154.1,AC110285.3
ENSG00000262223.8,AC110285.1
ENSG00000274833.1,AC110285.5
ENSG00000262877.5,AC110285.2
ENSG00000279692.1,AC110285.6
ENSG00000229848.1,AC139149.1
ENSG00000275902.1,AC139530.3
ENSG00000262049.1,AC139530.1
ENSG00000262660.1,AC139530.2
ENSG00000263731.1,AC145207.5
ENSG00000235296.1,AC145207.1
ENSG00000279372.1,AC137723.1
ENSG00000264548.1,AC132872.2
ENSG00000260563.3,AC132872.1
ENSG00000260011.2,AC132938.1
ENSG00000261845.2,AC124283.1
ENSG00000263063.1,AC024361.2
ENSG00000261888.1,AC144831.1
ENSG00000279143.1,AC139099.3
ENSG00000262898.3,AC139099.2
ENSG00000266450.1,AC019183.1
ENSG00000265984.1,AC022809.1
ENSG00000265751.1,AC015878.1
ENSG00000264188.1,AC106037.2
ENSG00000264149.1,AC103987.2
ENSG00000265943.1,AC090912.1
ENSG00000265752.3,AC010754.1
ENSG00000265204.1,AC090772.2
ENSG00000264924.1,AC090772.1
ENSG00000265750.1,AC090772.3
ENSG00000264365.1,AC023983.1
ENSG00000273321.1,AC023983.2
ENSG00000266489.3,AC007922.3
ENSG00000266573.6,AC018697.1
ENSG00000264151.6,AC090403.1
ENSG00000264790.1,AC021382.1
ENSG00000263611.2,AC068408.1
ENSG00000227279.1,AC110015.1
ENSG00000265980.1,AC074237.1
ENSG00000259985.1,AC017100.1
ENSG00000263924.1,AC022960.1
ENSG00000263823.1,AC009831.1
ENSG00000265008.1,AC011825.4
ENSG00000263393.1,AC011825.2
ENSG00000285095.2,AC025887.2
ENSG00000263765.5,AC090371.2
ENSG00000267642.1,AC091198.1
ENSG00000278052.1,AC104985.2
ENSG00000268873.1,AC022601.1
ENSG00000278464.2,AC068506.1
ENSG00000274400.1,AC015967.1
ENSG00000274184.1,AC011815.2
ENSG00000274918.1,AC116447.1
ENSG00000267397.1,AC090229.1
ENSG00000267627.5,AC118757.1
ENSG00000267039.1,AC016493.1
ENSG00000267651.1,AC015961.1
ENSG00000267707.2,AC015961.2
ENSG00000283458.1,AC011139.1
ENSG00000267101.7,AC090376.1
ENSG00000288545.1,AC023421.2
ENSG00000274776.1,AC090241.3
ENSG00000266957.1,AC012254.1
ENSG00000267762.1,AC048380.1
ENSG00000267764.1,AC093567.1
ENSG00000264269.1,AC016866.1
ENSG00000265128.1,AC016866.2
ENSG00000266696.1,AC044840.1
ENSG00000265496.5,AC100778.3
ENSG00000252139.1,AC090227.1
ENSG00000267699.2,AC091551.1
ENSG00000277324.1,AC093462.1
ENSG00000267284.2,AC022031.2
ENSG00000267327.2,AC009271.1
ENSG00000206129.4,AC006305.1
ENSG00000278703.1,AC100847.1
ENSG00000267040.6,AC027097.1
ENSG00000267787.7,AC027097.2
ENSG00000267396.1,AC090236.1
ENSG00000267476.1,AC104365.1
ENSG00000267677.1,AC016229.2
ENSG00000267686.2,AC090771.2
ENSG00000267098.2,AC113137.1
ENSG00000267175.5,AC105094.2
ENSG00000278017.1,AC064801.1
ENSG00000267390.1,AC036176.1
ENSG00000283667.1,AC009802.1
ENSG00000260578.1,AC110597.1
ENSG00000263424.1,AC110597.3
ENSG00000265533.1,AC114689.3
ENSG00000264634.1,AC100844.1
ENSG00000264869.2,AC068112.1
ENSG00000264705.1,AC090337.1
ENSG00000278532.1,AC026585.1
ENSG00000265643.1,AC119868.2
ENSG00000266840.1,AC068254.1
ENSG00000265484.2,AC091691.2
ENSG00000265995.1,AC069114.1
ENSG00000263958.2,AC091138.1
ENSG00000265380.1,AC079070.1
ENSG00000263655.1,AC090125.1
ENSG00000264340.1,AC009704.1
ENSG00000264116.6,AC116003.1
ENSG00000264108.1,AC090457.1
ENSG00000264595.1,AC103808.2
ENSG00000263982.1,AC009716.1
ENSG00000265778.3,AC018413.1
ENSG00000266844.1,AC093330.1
ENSG00000275178.1,AC018529.1
ENSG00000265844.1,AC100863.1
ENSG00000199392.1,AC124254.1
ENSG00000264693.1,AC123786.1
ENSG00000267628.1,AC104423.1
ENSG00000267409.1,AC068473.4
ENSG00000178412.4,AC068473.1
ENSG00000267780.2,AC021594.2
ENSG00000267127.7,AC090360.1
ENSG00000267251.2,AC139100.1
ENSG00000282393.1,AC016588.2
ENSG00000266933.2,AC005775.1
ENSG00000267666.2,AC004156.1
ENSG00000267778.1,AC004221.1
ENSG00000267755.1,AC005329.2
ENSG00000280486.2,AC005329.3
ENSG00000248015.7,AC005329.1
ENSG00000268798.1,AC027307.3
ENSG00000267317.2,AC027307.2
ENSG00000267092.2,AC027307.1
ENSG00000267059.2,AC005943.1
ENSG00000267007.1,AC012615.2
ENSG00000261526.2,AC012615.1
ENSG00000267122.1,AC004490.1
ENSG00000273734.1,AC005258.1
ENSG00000267001.1,AC006538.2
ENSG00000267063.1,AC006130.1
ENSG00000253392.3,AC119403.1
ENSG00000267469.1,AC005944.1
ENSG00000267551.3,AC005264.1
ENSG00000267448.6,AC010649.1
ENSG00000267436.1,AC005786.3
ENSG00000267205.1,AC005954.2
ENSG00000269425.1,AC104521.1
ENSG00000269807.1,AC007292.3
ENSG00000269318.1,AC007292.2
ENSG00000267980.1,AC007292.1
ENSG00000267011.5,AC011498.1
ENSG00000268536.1,AC005523.1
ENSG00000269604.1,AC005523.2
ENSG00000267740.5,AC024592.3
ENSG00000267314.1,AC104532.1
ENSG00000267571.1,AC104532.2
ENSG00000266983.1,AC011444.1
ENSG00000267262.1,AC011444.2
ENSG00000267299.1,AC011444.3
ENSG00000267563.1,AC011471.2
ENSG00000269802.1,AC011491.3
ENSG00000268191.1,AC010503.1
ENSG00000267852.1,AC119396.1
ENSG00000267952.1,AC008878.1
ENSG00000269371.1,AC008878.3
ENSG00000268400.5,AC008763.2
ENSG00000268120.1,AC010336.3
ENSG00000214248.2,AC010336.1
ENSG00000267939.1,AC008946.1
ENSG00000271717.1,AC022146.2
ENSG00000167774.2,AC010323.1
ENSG00000268931.1,AC136469.1
ENSG00000267986.1,AC130469.1
ENSG00000267510.1,AC011451.1
ENSG00000277587.1,AC008759.3
ENSG00000266950.1,AC008752.1
ENSG00000267289.1,AC008752.2
ENSG00000267650.1,AC008742.1
ENSG00000266978.1,AC011511.2
ENSG00000267607.1,AC011511.5
ENSG00000167807.15,AC011511.1
ENSG00000274425.1,AC114271.1
ENSG00000266936.1,AC011442.1
ENSG00000267082.1,AC011472.1
ENSG00000273733.1,AC011472.4
ENSG00000267277.1,AC024575.1
ENSG00000197332.9,AC008543.1
ENSG00000267179.1,AC008770.2
ENSG00000268744.1,AC008758.4
ENSG00000268870.1,AC008758.5
ENSG00000269755.1,AC008758.6
ENSG00000234848.1,AC008758.2
ENSG00000196826.7,AC008758.1
ENSG00000269693.1,AC010422.6
ENSG00000230310.1,AC010422.1
ENSG00000269242.1,AC010422.3
ENSG00000268945.1,AC010422.2
ENSG00000267062.1,AC018761.2
ENSG00000267424.1,AC020934.1
ENSG00000267458.1,AC092069.1
ENSG00000267417.1,AC138474.1
ENSG00000267512.1,AC011446.1
ENSG00000267633.1,AC008686.1
ENSG00000267582.1,AC020916.1
ENSG00000267169.2,AC022098.1
ENSG00000267723.1,AC011509.2
ENSG00000267379.1,AC008569.1
ENSG00000269635.1,AC004257.1
ENSG00000273218.1,AC005776.2
ENSG00000268673.3,AC004597.1
ENSG00000269243.1,AC008894.2
ENSG00000267033.1,AC020911.1
ENSG00000267275.1,AC020911.2
ENSG00000277825.1,AC020917.3
ENSG00000267703.1,AC020917.2
ENSG00000141979.4,AC008764.1
ENSG00000269399.2,AC008764.6
ENSG00000279529.1,AC008764.8
ENSG00000268087.1,AC008764.2
ENSG00000269427.1,AC024075.3
ENSG00000268289.1,AC020908.1
ENSG00000268056.5,AC020913.1
ENSG00000269481.1,AC010319.4
ENSG00000269035.1,AC010319.2
ENSG00000269439.6,AC010618.3
ENSG00000269161.1,AC010618.2
ENSG00000268112.1,AC008761.1
ENSG00000269145.2,AC007192.2
ENSG00000268173.3,AC007192.1
ENSG00000268650.3,AC005759.1
ENSG00000285188.1,AC008397.2
ENSG00000268938.2,AC005387.1
ENSG00000269191.1,AC005387.2
ENSG00000268030.1,AC005253.1
ENSG00000269694.1,AC005197.1
ENSG00000268193.5,AC002985.1
ENSG00000267693.1,AC011477.4
ENSG00000267383.7,AC011447.3
ENSG00000269043.2,AC008554.1
ENSG00000269110.1,AC010636.2
ENSG00000268326.1,AC008739.1
ENSG00000269237.1,AC010615.4
ENSG00000268081.1,AC123912.1
ENSG00000268555.2,AC123912.4
ENSG00000268184.1,AC092364.1
ENSG00000279377.1,AC003973.2
ENSG00000268981.5,AC024563.1
ENSG00000283201.1,AC092329.3
ENSG00000267934.1,AC010300.1
ENSG00000267924.1,AC139769.2
ENSG00000269289.6,AC011503.1
ENSG00000276030.1,AC073534.2
ENSG00000267575.7,AC006504.5
ENSG00000266977.2,AC006504.2
ENSG00000267509.5,AC010511.1
ENSG00000267320.5,AC005580.1
ENSG00000267243.6,AC005381.1
ENSG00000266893.1,AC005394.1
ENSG00000267537.1,AC079466.2
ENSG00000267683.1,AC008991.1
ENSG00000267498.2,AC007786.1
ENSG00000276251.1,AC007786.2
ENSG00000276631.1,AC007786.3
ENSG00000266248.1,AC011474.2
ENSG00000267223.1,AC005597.1
ENSG00000267760.1,AC011478.1
ENSG00000267081.1,AC011507.1
ENSG00000284430.1,AC020912.1
ENSG00000267662.1,AC025809.1
ENSG00000267636.1,AC008992.1
ENSG00000267213.4,AC007773.1
ENSG00000267557.1,AC008474.1
ENSG00000267475.1,AC008736.1
ENSG00000267130.1,AC008738.2
ENSG00000267219.1,AC010504.1
ENSG00000266953.6,AC092073.1
ENSG00000267024.1,AC008747.1
ENSG00000271049.1,AC020910.4
ENSG00000271032.1,AC020907.4
ENSG00000179066.8,AC020907.1
ENSG00000271366.1,AC002128.2
ENSG00000267049.1,AC002398.1
ENSG00000267698.1,AC002116.2
ENSG00000267309.1,AC092295.2
ENSG00000228629.2,AC092295.1
ENSG00000276071.1,AC074138.1
ENSG00000267260.2,AC020928.1
ENSG00000267353.1,AC020928.2
ENSG00000267345.1,AC010632.1
ENSG00000267360.6,AC012309.1
ENSG00000267605.7,AC016590.1
ENSG00000180458.2,AC022148.1
ENSG00000267552.6,AC093227.2
ENSG00000267152.1,AC093227.1
ENSG00000267748.4,AC011479.1
ENSG00000268055.1,AC067969.1
ENSG00000267291.1,AC008649.1
ENSG00000267375.1,AC008649.2
ENSG00000267892.1,AC022144.1
ENSG00000268083.5,AC008982.1
ENSG00000269547.1,AC011455.2
ENSG00000269172.1,AC011443.1
ENSG00000276445.1,AC005393.1
ENSG00000282951.1,AC008537.4
ENSG00000268797.1,AC008537.1
ENSG00000269843.1,AC008537.2
ENSG00000255730.5,AC011462.1
ENSG00000267881.2,AC243967.1
ENSG00000268833.1,AC243967.2
ENSG00000285505.1,AC010616.1
ENSG00000268643.2,AC006486.1
ENSG00000282943.1,AC004784.1
ENSG00000272396.1,AC005392.3
ENSG00000268601.1,AC115522.1
ENSG00000267058.1,AC006213.2
ENSG00000267191.2,AC006213.3
ENSG00000266921.2,AC006213.1
ENSG00000267022.1,AC067968.1
ENSG00000186019.11,AC021092.1
ENSG00000267173.1,AC245748.1
ENSG00000252200.1,AC243964.2
ENSG00000267282.1,AC011481.2
ENSG00000267114.1,AC011481.1
ENSG00000269148.1,AC092301.1
ENSG00000268401.2,AC007785.3
ENSG00000267922.1,AC007785.1
ENSG00000269729.1,AC006262.2
ENSG00000269124.1,AC007193.2
ENSG00000268810.1,AC007193.1
ENSG00000279161.1,AC093503.2
ENSG00000268746.1,AC010519.1
ENSG00000277383.1,AC010331.1
ENSG00000269534.5,AC011466.3
ENSG00000268583.2,AC011466.1
ENSG00000268465.1,AC008403.1
ENSG00000287603.1,AC008403.3
ENSG00000268093.1,AC022154.1
ENSG00000197813.6,AC011450.1
ENSG00000268686.2,AC010643.1
ENSG00000269194.1,AC006942.1
ENSG00000269179.1,AC011452.1
ENSG00000269091.6,AC010624.3
ENSG00000267890.1,AC010624.2
ENSG00000269392.1,AC008655.2
ENSG00000268518.1,AC020909.2
ENSG00000261341.7,AC010325.1
ENSG00000269495.1,AC011483.2
ENSG00000267879.2,AC011483.1
ENSG00000269681.1,AC063977.6
ENSG00000268520.1,AC008750.4
ENSG00000275055.1,AC011468.5
ENSG00000268458.1,AC011468.3
ENSG00000267927.1,AC010320.1
ENSG00000268015.1,AC010320.2
ENSG00000269102.1,AC010320.3
ENSG00000269535.1,AC010320.4
ENSG00000268886.1,AC022150.1
ENSG00000283695.1,AC010487.2
ENSG00000269288.1,AC092070.3
ENSG00000269758.1,AC092070.4
ENSG00000232220.2,AC008440.1
ENSG00000227407.1,AC245884.1
ENSG00000269873.1,AC245884.10
ENSG00000267838.2,AC245884.8
ENSG00000267265.5,AC011476.3
ENSG00000267507.1,AC010327.3
ENSG00000267577.1,AC010327.4
ENSG00000267523.1,AC008735.2
ENSG00000267606.1,AC006116.8
ENSG00000267224.1,AC005498.1
ENSG00000267421.6,AC005498.2
ENSG00000269696.2,AC005498.3
ENSG00000268407.1,AC006115.1
ENSG00000268713.1,AC005261.3
ENSG00000268205.1,AC005261.1
ENSG00000268678.1,AC005261.2
ENSG00000268133.1,AC003002.1
ENSG00000268533.1,AC003002.2
ENSG00000268163.1,AC004076.1
ENSG00000276449.1,AC004076.2
ENSG00000268266.1,AC003005.2
ENSG00000268107.6,AC003005.1
ENSG00000268392.1,AC003682.1
ENSG00000269026.2,AC003006.1
ENSG00000268750.7,AC010522.1
ENSG00000269476.1,AC010326.2
ENSG00000268866.1,AC020915.3
ENSG00000283103.3,AC010642.2
ENSG00000269054.2,AC012313.6
ENSG00000232098.3,AC012313.1
ENSG00000268912.1,AC012313.5
ENSG00000269473.1,AC012313.8
ENSG00000269600.2,AC016629.2
ENSG00000235415.1,AC005808.1
ENSG00000273203.1,AC006946.2
ENSG00000273442.1,AC006946.3
ENSG00000236754.5,AC007666.1
ENSG00000225335.3,AC016027.1
ENSG00000277690.2,AC023490.3
ENSG00000283809.1,AC007326.4
ENSG00000223461.1,AC004471.1
ENSG00000272682.1,AC004471.2
ENSG00000185065.6,AC000068.1
ENSG00000273212.1,AC000068.2
ENSG00000284874.1,AC000093.1
ENSG00000236540.7,AC006547.1
ENSG00000243762.1,AC006547.2
ENSG00000249923.1,AC007663.2
ENSG00000273139.1,AC007663.3
ENSG00000272829.1,AC002470.1
ENSG00000226872.2,AC002472.1
ENSG00000225544.1,AC245452.1
ENSG00000279278.1,AC245060.6
ENSG00000274422.1,AC245060.5
ENSG00000282816.1,AC000035.1
ENSG00000279159.1,AC003681.1
ENSG00000181123.8,AC004832.1
ENSG00000273387.1,AC005005.3
ENSG00000281538.1,AC254562.3
ENSG00000236120.7,AC110995.1
ENSG00000228543.1,AC003684.1
ENSG00000227042.1,AC003666.1
ENSG00000234129.8,AC073529.1
ENSG00000235592.1,AC004674.1
ENSG00000233535.1,AC003035.2
ENSG00000212663.2,AC003035.1
ENSG00000285602.1,AC097625.1
ENSG00000231846.1,AC092832.2
ENSG00000237019.1,AC004470.1
ENSG00000233785.1,AC131011.1
ENSG00000233403.1,AC121342.1
ENSG00000242021.2,AC112493.1
ENSG00000228933.8,AC107419.1
ENSG00000224610.1,AC108879.1
ENSG00000236393.2,AC091806.1
ENSG00000229491.5,AC136489.1
ENSG00000204620.3,AC115618.1
ENSG00000232828.1,AC231533.1
ENSG00000229151.2,AC233976.1
ENSG00000279750.3,AC239585.2
ENSG00000284800.1,AC235565.2
ENSG00000230392.1,AC004835.1
ENSG00000226661.1,AC004973.1
ENSG00000227303.1,AC239727.1
ENSG00000231937.1,AC116666.1
ENSG00000285018.1,AC245140.3
ENSG00000280195.1,AC245140.2
ENSG00000232155.1,AC244090.1
ENSG00000224216.1,AC234781.1
ENSG00000278847.1,AC006157.1
ENSG00000229308.1,AC010737.1
ENSG00000251510.1,AC022486.1
ENSG00000260197.1,AC010889.1
ENSG00000276256.1,AC011043.1
ENSG00000288448.1,AC087463.4
ENSG00000281764.1,AC093151.3
ENSG00000262082.1,AC084033.3
ENSG00000278208.1,AC007368.2
ENSG00000280813.1,AC092902.3
ENSG00000285255.1,AC128688.2
ENSG00000281122.1,AC108866.1
ENSG00000282519.1,AC105219.4
ENSG00000271254.6,AC240274.1
ENSG00000273532.1,AC004556.1
ENSG00000278817.1,AC007325.4
ENSG00000277196.4,AC007325.2
