gene_name,amyloid,gpath,tangles,cogdx,n_traits_DE
CHORDC1,TRUE,TRUE,TRUE,TRUE,4
SLC36A4,TRUE,TRUE,TRUE,TRUE,4
ANKRD49,TRUE,TRUE,TRUE,TRUE,4
C11orf97,TRUE,TRUE,TRUE,TRUE,4
MTMR2,TRUE,TRUE,TRUE,TRUE,4
CCDC82,TRUE,TRUE,TRUE,TRUE,4
CEP126,TRUE,TRUE,TRUE,TRUE,4
SLN,TRUE,TRUE,TRUE,TRUE,4
CUL5,TRUE,FALSE,TRUE,FALSE,2
ACAT1,TRUE,TRUE,TRUE,TRUE,4
ATM,TRUE,TRUE,TRUE,TRUE,4
DIXDC1,TRUE,TRUE,TRUE,TRUE,4
C11orf71,TRUE,TRUE,TRUE,TRUE,4
CADM1,TRUE,TRUE,TRUE,TRUE,4
PCSK7,TRUE,TRUE,TRUE,TRUE,4
ATP5MG,TRUE,TRUE,TRUE,FALSE,3
KMT2A,TRUE,TRUE,TRUE,TRUE,4
TRAPPC4,TRUE,TRUE,TRUE,TRUE,4
HINFP,TRUE,TRUE,TRUE,TRUE,4
SC5D,TRUE,TRUE,TRUE,TRUE,4
HYLS1,TRUE,TRUE,TRUE,TRUE,4
DDX25,TRUE,TRUE,TRUE,TRUE,4
ADAMTS8,TRUE,TRUE,TRUE,TRUE,4
SNX19,TRUE,TRUE,TRUE,TRUE,4
CAMK1D,TRUE,TRUE,TRUE,TRUE,4
ACBD7,TRUE,FALSE,FALSE,FALSE,1
NMT2,TRUE,TRUE,TRUE,FALSE,3
NEBL-AS1,TRUE,TRUE,TRUE,TRUE,4
ARHGAP21,TRUE,TRUE,TRUE,TRUE,4
ZEB1-AS1,TRUE,TRUE,TRUE,TRUE,4
KIF5B,TRUE,TRUE,TRUE,TRUE,4
CREM,TRUE,TRUE,TRUE,TRUE,4
SGMS1,TRUE,TRUE,TRUE,TRUE,4
ANK3,TRUE,TRUE,TRUE,TRUE,4
JMJD1C,TRUE,TRUE,TRUE,TRUE,4
DNAJC12,TRUE,TRUE,TRUE,TRUE,4
SIRT1,TRUE,TRUE,TRUE,TRUE,4
HERC4,TRUE,TRUE,TRUE,TRUE,4
MICU1,TRUE,TRUE,TRUE,TRUE,4
ECD,TRUE,TRUE,TRUE,TRUE,4
DNAJC9-AS1,TRUE,TRUE,TRUE,TRUE,4
VDAC2,TRUE,TRUE,TRUE,TRUE,4
RPS24,TRUE,TRUE,TRUE,TRUE,4
TMEM254,TRUE,TRUE,TRUE,TRUE,4
SNCG,TRUE,TRUE,TRUE,TRUE,4
MMS19,TRUE,TRUE,TRUE,FALSE,3
CUTC,TRUE,TRUE,TRUE,TRUE,4
HPS6,TRUE,TRUE,TRUE,TRUE,4
CUEDC2,TRUE,TRUE,TRUE,TRUE,4
ADD3,TRUE,TRUE,TRUE,TRUE,4
PDCD4,TRUE,TRUE,TRUE,TRUE,4
BBIP1,TRUE,TRUE,TRUE,TRUE,4
DCLRE1A,TRUE,TRUE,TRUE,TRUE,4
ADRB1,TRUE,TRUE,TRUE,TRUE,4
ATRNL1,TRUE,TRUE,TRUE,TRUE,4
FAM204A,TRUE,TRUE,TRUE,FALSE,3
ECHS1,TRUE,TRUE,TRUE,TRUE,4
IQSEC3,TRUE,TRUE,TRUE,FALSE,3
ERC1,TRUE,TRUE,TRUE,TRUE,4
FBXL14,TRUE,TRUE,TRUE,TRUE,4
CCND2,TRUE,TRUE,TRUE,TRUE,4
C12orf4,TRUE,TRUE,TRUE,TRUE,4
MRPL51,TRUE,TRUE,TRUE,TRUE,4
IFFO1,TRUE,TRUE,TRUE,TRUE,4
USP5,TRUE,TRUE,TRUE,TRUE,4
STRAP,TRUE,TRUE,TRUE,TRUE,4
LMO3,TRUE,TRUE,TRUE,TRUE,4
ETNK1,TRUE,TRUE,TRUE,TRUE,4
SOX5,TRUE,TRUE,TRUE,TRUE,4
SCAF11,TRUE,TRUE,TRUE,TRUE,4
RPAP3,TRUE,TRUE,TRUE,TRUE,4
HDAC7,TRUE,TRUE,TRUE,TRUE,4
TUBA1C,TRUE,TRUE,TRUE,TRUE,4
PRPF40B,TRUE,TRUE,TRUE,TRUE,4
FMNL3,TRUE,TRUE,TRUE,TRUE,4
SMAGP,TRUE,TRUE,FALSE,TRUE,3
SLC4A8,TRUE,TRUE,TRUE,TRUE,4
IGFBP6,TRUE,TRUE,TRUE,TRUE,4
PRR13,TRUE,TRUE,TRUE,TRUE,4
ATP5MC2,TRUE,TRUE,TRUE,TRUE,4
COPZ1,TRUE,TRUE,FALSE,TRUE,3
ZNF385A,TRUE,TRUE,TRUE,TRUE,4
CD63,TRUE,TRUE,TRUE,TRUE,4
MYL6B,TRUE,TRUE,TRUE,TRUE,4
MYL6,TRUE,TRUE,TRUE,TRUE,4
COQ10A,TRUE,TRUE,TRUE,FALSE,3
NACA,TRUE,TRUE,TRUE,TRUE,4
MBD6,TRUE,TRUE,TRUE,TRUE,4
DCTN2,TRUE,TRUE,TRUE,TRUE,4
ARHGEF25,TRUE,TRUE,TRUE,TRUE,4
RAP1B,TRUE,TRUE,TRUE,TRUE,4
CPSF6,TRUE,TRUE,TRUE,TRUE,4
PTPRR,TRUE,TRUE,TRUE,TRUE,4
ZFC3H1,TRUE,TRUE,TRUE,TRUE,4
THAP2,TRUE,TRUE,TRUE,TRUE,4
SYT1,TRUE,TRUE,TRUE,TRUE,4
TMTC2,TRUE,TRUE,TRUE,TRUE,4
KITLG,TRUE,TRUE,TRUE,TRUE,4
ATP2B1,TRUE,TRUE,TRUE,TRUE,4
NDUFA12,TRUE,TRUE,TRUE,TRUE,4
APPL2,TRUE,TRUE,TRUE,TRUE,4
SART3,TRUE,TRUE,TRUE,TRUE,4
ISCU,TRUE,TRUE,TRUE,TRUE,4
CORO1C,TRUE,TRUE,TRUE,TRUE,4
GIT2,TRUE,TRUE,TRUE,TRUE,4
ATXN2,TRUE,TRUE,TRUE,TRUE,4
MAPKAPK5-AS1,TRUE,TRUE,TRUE,TRUE,4
PTPN11,TRUE,TRUE,TRUE,TRUE,4
DDX54,TRUE,TRUE,TRUE,TRUE,4
TAOK3,TRUE,TRUE,TRUE,TRUE,4
PXN,TRUE,TRUE,TRUE,TRUE,4
DYNLL1,TRUE,TRUE,TRUE,TRUE,4
ANAPC5,TRUE,TRUE,TRUE,TRUE,4
CLIP1,TRUE,TRUE,TRUE,TRUE,4
RSRC2,TRUE,TRUE,TRUE,TRUE,4
CDK2AP1,TRUE,TRUE,TRUE,TRUE,4
GLT1D1,TRUE,TRUE,TRUE,TRUE,4
SFSWAP,TRUE,TRUE,TRUE,TRUE,4
ANKLE2,TRUE,TRUE,TRUE,FALSE,3
ATP8A2,TRUE,TRUE,TRUE,TRUE,4
GTF3A,TRUE,TRUE,TRUE,TRUE,4
KATNAL1,TRUE,FALSE,TRUE,TRUE,3
CSNK1A1L,TRUE,TRUE,FALSE,FALSE,2
DNAJC15,TRUE,TRUE,TRUE,TRUE,4
ENOX1,TRUE,TRUE,TRUE,TRUE,4
ZC3H13,TRUE,TRUE,TRUE,TRUE,4
SETDB2,TRUE,TRUE,TRUE,TRUE,4
INTS6,TRUE,TRUE,TRUE,TRUE,4
SUGT1,TRUE,TRUE,TRUE,TRUE,4
PCDH9,TRUE,TRUE,TRUE,TRUE,4
PIBF1,TRUE,TRUE,TRUE,TRUE,4
SLAIN1,TRUE,TRUE,TRUE,TRUE,4
NDFIP2,TRUE,TRUE,TRUE,TRUE,4
SLITRK1,TRUE,TRUE,TRUE,TRUE,4
STK24,TRUE,TRUE,TRUE,TRUE,4
TMTC4,TRUE,TRUE,TRUE,TRUE,4
TEX30,TRUE,TRUE,TRUE,TRUE,4
CCNB1IP1,TRUE,TRUE,TRUE,TRUE,4
OSGEP,TRUE,TRUE,TRUE,TRUE,4
MRPL52,TRUE,TRUE,TRUE,TRUE,4
SLC7A8,TRUE,TRUE,TRUE,TRUE,4
HOMEZ,TRUE,TRUE,TRUE,TRUE,4
PABPN1,TRUE,TRUE,TRUE,TRUE,4
THTPA,TRUE,TRUE,TRUE,TRUE,4
DCAF11,TRUE,TRUE,TRUE,TRUE,4
PSME1,TRUE,TRUE,TRUE,TRUE,4
SDR39U1,TRUE,TRUE,TRUE,TRUE,4
AP4S1,TRUE,TRUE,TRUE,TRUE,4
ARHGAP5-AS1,TRUE,TRUE,TRUE,FALSE,3
SNX6,TRUE,TRUE,TRUE,TRUE,4
CFL2,TRUE,TRUE,TRUE,TRUE,4
RALGAPA1,TRUE,TRUE,TRUE,TRUE,4
TOGARAM1,TRUE,TRUE,TRUE,TRUE,4
MDGA2,TRUE,TRUE,TRUE,TRUE,4
LRR1,TRUE,TRUE,TRUE,TRUE,4
GNG2,TRUE,TRUE,TRUE,TRUE,4
GNPNAT1,TRUE,TRUE,TRUE,TRUE,4
GMFB,TRUE,TRUE,TRUE,TRUE,4
SLC38A6,TRUE,TRUE,TRUE,FALSE,3
HIF1A,TRUE,TRUE,TRUE,TRUE,4
AKAP5,TRUE,TRUE,TRUE,TRUE,4
MAX,TRUE,TRUE,TRUE,TRUE,4
ACTN1,TRUE,TRUE,TRUE,TRUE,4
SRSF5,TRUE,TRUE,TRUE,TRUE,4
COQ6,TRUE,TRUE,TRUE,TRUE,4
ALDH6A1,TRUE,TRUE,TRUE,TRUE,4
NPC2,TRUE,TRUE,TRUE,TRUE,4
IFT43,TRUE,TRUE,TRUE,TRUE,4
GSTZ1,TRUE,TRUE,TRUE,TRUE,4
SLIRP,TRUE,TRUE,FALSE,FALSE,2
ZC3H14,TRUE,TRUE,TRUE,TRUE,4
TTC8,TRUE,TRUE,TRUE,TRUE,4
CALM1,TRUE,TRUE,TRUE,TRUE,4
TTC7B,TRUE,TRUE,TRUE,TRUE,4
NDUFB1,TRUE,TRUE,TRUE,TRUE,4
CPSF2,TRUE,TRUE,TRUE,FALSE,3
IFI27L1,TRUE,TRUE,TRUE,TRUE,4
SNHG10,TRUE,TRUE,TRUE,TRUE,4
C14orf132,TRUE,TRUE,TRUE,TRUE,4
CYP46A1,TRUE,TRUE,TRUE,TRUE,4
PPP2R5C,TRUE,TRUE,TRUE,TRUE,4
CKB,TRUE,TRUE,TRUE,TRUE,4
BAG5,TRUE,TRUE,TRUE,TRUE,4
ZFYVE21,TRUE,TRUE,TRUE,TRUE,4
PACS2,TRUE,TRUE,TRUE,TRUE,4
NOP10,TRUE,TRUE,TRUE,TRUE,4
MEIS2,TRUE,TRUE,TRUE,TRUE,4
INAFM2,TRUE,TRUE,TRUE,TRUE,4
TYRO3,TRUE,TRUE,TRUE,TRUE,4
CCNDBP1,TRUE,TRUE,TRUE,TRUE,4
CKMT1B,TRUE,TRUE,TRUE,FALSE,3
B2M,TRUE,TRUE,TRUE,TRUE,4
MYEF2,TRUE,TRUE,TRUE,TRUE,4
DTWD1,TRUE,TRUE,TRUE,TRUE,4
USP8,TRUE,TRUE,TRUE,TRUE,4
MYO5A,TRUE,TRUE,TRUE,TRUE,4
ARPP19,TRUE,TRUE,TRUE,TRUE,4
LINC00926,TRUE,TRUE,TRUE,TRUE,4
GTF2A2,TRUE,TRUE,TRUE,FALSE,3
BNIP2,TRUE,TRUE,TRUE,TRUE,4
RPS27L,TRUE,TRUE,TRUE,TRUE,4
MAP2K1,TRUE,TRUE,TRUE,TRUE,4
SNAPC5,TRUE,TRUE,TRUE,TRUE,4
RPLP1,TRUE,TRUE,TRUE,TRUE,4
LRRC49,TRUE,TRUE,TRUE,TRUE,4
TMEM202-AS1,TRUE,TRUE,TRUE,TRUE,4
ARIH1,TRUE,TRUE,TRUE,TRUE,4
NEO1,TRUE,TRUE,TRUE,TRUE,4
SEMA7A,TRUE,TRUE,TRUE,TRUE,4
MPI,TRUE,TRUE,TRUE,TRUE,4
PTPN9,TRUE,TRUE,TRUE,TRUE,4
FBXO22,TRUE,TRUE,TRUE,TRUE,4
PEAK1,TRUE,TRUE,TRUE,TRUE,4
HMG20A,TRUE,TRUE,TRUE,TRUE,4
IDH3A,TRUE,TRUE,TRUE,TRUE,4
RASGRF1,TRUE,TRUE,TRUE,TRUE,4
SNHG21,TRUE,TRUE,TRUE,TRUE,4
HDGFL3,TRUE,TRUE,TRUE,TRUE,4
ANPEP,TRUE,TRUE,TRUE,TRUE,4
ZNF710-AS1,TRUE,TRUE,TRUE,TRUE,4
CIB1,TRUE,FALSE,FALSE,FALSE,1
HDDC3,TRUE,TRUE,TRUE,TRUE,4
SV2B,TRUE,TRUE,TRUE,TRUE,4
IGF1R,TRUE,TRUE,TRUE,TRUE,4
SNRNP25,TRUE,TRUE,TRUE,TRUE,4
NPRL3,TRUE,TRUE,TRUE,TRUE,4
GNPTG,TRUE,TRUE,TRUE,TRUE,4
NUBP2,TRUE,TRUE,TRUE,TRUE,4
RNPS1,TRUE,TRUE,FALSE,TRUE,3
TBC1D24,TRUE,TRUE,TRUE,TRUE,4
HCFC1R1,TRUE,TRUE,TRUE,TRUE,4
TRAP1,TRUE,TRUE,TRUE,TRUE,4
MGRN1,TRUE,TRUE,TRUE,TRUE,4
SNN,TRUE,TRUE,TRUE,TRUE,4
GSPT1,TRUE,TRUE,TRUE,TRUE,4
PDXDC1,TRUE,TRUE,TRUE,TRUE,4
TMC7,TRUE,TRUE,TRUE,TRUE,4
ERI2,TRUE,TRUE,TRUE,TRUE,4
UQCRC2,TRUE,TRUE,TRUE,TRUE,4
PRKCB,TRUE,TRUE,TRUE,TRUE,4
CACNG3,TRUE,TRUE,TRUE,TRUE,4
RBBP6,TRUE,TRUE,TRUE,TRUE,4
GSG1L,TRUE,TRUE,TRUE,TRUE,4
BCL7C,TRUE,TRUE,TRUE,TRUE,4
LONP2,TRUE,TRUE,TRUE,TRUE,4
CNEP1R1,TRUE,TRUE,TRUE,FALSE,3
BRD7,TRUE,TRUE,TRUE,FALSE,3
RPGRIP1L,TRUE,TRUE,TRUE,FALSE,3
GNAO1,TRUE,TRUE,TRUE,TRUE,4
MT2A,TRUE,TRUE,TRUE,TRUE,4
NUP93,TRUE,TRUE,TRUE,TRUE,4
ATP6V0D1,TRUE,TRUE,TRUE,TRUE,4
ENKD1,TRUE,TRUE,TRUE,TRUE,4
C16orf86,TRUE,TRUE,TRUE,TRUE,4
SLC7A6OS,TRUE,TRUE,TRUE,TRUE,4
WWP2,TRUE,TRUE,TRUE,TRUE,4
VAC14,TRUE,TRUE,TRUE,FALSE,3
GLG1,TRUE,TRUE,TRUE,TRUE,4
GABARAPL2,TRUE,TRUE,TRUE,TRUE,4
TERF2IP,TRUE,TRUE,TRUE,TRUE,4
VAT1L,TRUE,TRUE,TRUE,TRUE,4
HSBP1,TRUE,TRUE,TRUE,TRUE,4
MBTPS1,TRUE,TRUE,FALSE,FALSE,2
COTL1,TRUE,TRUE,TRUE,TRUE,4
ZC3H18,TRUE,TRUE,TRUE,TRUE,4
TRAPPC2L,TRUE,TRUE,TRUE,FALSE,3
ANKRD11,TRUE,TRUE,TRUE,TRUE,4
SPIRE2,TRUE,FALSE,TRUE,TRUE,3
NXN,TRUE,TRUE,TRUE,TRUE,4
ABR,TRUE,TRUE,TRUE,TRUE,4
RILP,TRUE,TRUE,TRUE,TRUE,4
RAP1GAP2,TRUE,TRUE,TRUE,TRUE,4
CYB5D2,TRUE,TRUE,TRUE,TRUE,4
SLC25A11,TRUE,TRUE,TRUE,TRUE,4
SCIMP,TRUE,TRUE,TRUE,TRUE,4
RPAIN,TRUE,TRUE,TRUE,TRUE,4
GABARAP,TRUE,TRUE,TRUE,TRUE,4
CHRNB1,TRUE,TRUE,TRUE,TRUE,4
ZBTB4,TRUE,TRUE,TRUE,TRUE,4
TMEM107,TRUE,TRUE,TRUE,TRUE,4
RANGRF,TRUE,TRUE,TRUE,TRUE,4
TMEM220,TRUE,TRUE,TRUE,TRUE,4
TRIM16,TRUE,TRUE,TRUE,TRUE,4
NCOR1,TRUE,TRUE,TRUE,TRUE,4
AKAP10,TRUE,TRUE,FALSE,TRUE,3
USP22,TRUE,TRUE,TRUE,TRUE,4
SDF2,TRUE,TRUE,TRUE,TRUE,4
MYO18A,TRUE,TRUE,TRUE,TRUE,4
TAOK1,TRUE,TRUE,TRUE,TRUE,4
ABHD15-AS1,TRUE,TRUE,TRUE,TRUE,4
RHBDL3,TRUE,TRUE,TRUE,TRUE,4
SYNRG,TRUE,TRUE,TRUE,TRUE,4
NEUROD2,TRUE,TRUE,TRUE,TRUE,4
MIEN1,TRUE,TRUE,TRUE,TRUE,4
NR1D1,TRUE,TRUE,TRUE,TRUE,4
KAT2A,TRUE,TRUE,TRUE,TRUE,4
EZH1,TRUE,TRUE,TRUE,TRUE,4
VPS25,TRUE,TRUE,TRUE,TRUE,4
HIGD1B,TRUE,TRUE,TRUE,TRUE,4
GFAP,TRUE,TRUE,TRUE,TRUE,4
DCAKD,TRUE,TRUE,TRUE,TRUE,4
MAPT,TRUE,TRUE,TRUE,TRUE,4
SPOP,TRUE,TRUE,TRUE,TRUE,4
NME1-NME2,TRUE,TRUE,TRUE,TRUE,4
STXBP4,TRUE,TRUE,TRUE,TRUE,4
DGKE,TRUE,TRUE,TRUE,TRUE,4
MTMR4,TRUE,TRUE,TRUE,TRUE,4
TRIM37,TRUE,TRUE,TRUE,TRUE,4
CEP95,TRUE,TRUE,TRUE,TRUE,4
AXIN2,TRUE,TRUE,TRUE,TRUE,4
NAT9,TRUE,TRUE,TRUE,TRUE,4
ATP5PD,TRUE,TRUE,TRUE,TRUE,4
GRB2,TRUE,TRUE,TRUE,TRUE,4
TMEM94,TRUE,TRUE,TRUE,FALSE,3
SRP68,TRUE,TRUE,TRUE,TRUE,4
PRPSAP1,TRUE,TRUE,TRUE,TRUE,4
TNRC6C,TRUE,TRUE,TRUE,TRUE,4
GAA,TRUE,TRUE,TRUE,TRUE,4
RNF213,TRUE,TRUE,TRUE,FALSE,3
RPTOR,TRUE,TRUE,TRUE,TRUE,4
ARL16,TRUE,TRUE,TRUE,TRUE,4
ARHGDIA,TRUE,TRUE,TRUE,TRUE,4
NPB,TRUE,TRUE,TRUE,TRUE,4
PYCR1,TRUE,TRUE,TRUE,TRUE,4
SLC16A3,TRUE,TRUE,TRUE,TRUE,4
NARF,TRUE,TRUE,TRUE,TRUE,4
FOXK2,TRUE,TRUE,TRUE,TRUE,4
WDR45B,TRUE,TRUE,TRUE,TRUE,4
FN3KRP,TRUE,TRUE,TRUE,TRUE,4
PTPRM,TRUE,TRUE,TRUE,TRUE,4
ANKRD12,TRUE,TRUE,TRUE,TRUE,4
GNAL,TRUE,TRUE,TRUE,TRUE,4
MPPE1,TRUE,TRUE,TRUE,TRUE,4
RBBP8,TRUE,TRUE,TRUE,TRUE,4
CABLES1,TRUE,TRUE,TRUE,TRUE,4
OSBPL1A,TRUE,TRUE,TRUE,TRUE,4
GAREM1,TRUE,TRUE,TRUE,TRUE,4
DTNA,TRUE,TRUE,TRUE,TRUE,4
RPRD1A,TRUE,TRUE,TRUE,TRUE,4
HAUS1,TRUE,TRUE,TRUE,TRUE,4
ST8SIA3,TRUE,TRUE,TRUE,TRUE,4
VPS4B,TRUE,TRUE,FALSE,FALSE,2
MBP,TRUE,TRUE,TRUE,FALSE,3
HSBP1L1,TRUE,TRUE,TRUE,FALSE,3
SIRPA,TRUE,TRUE,TRUE,TRUE,4
STK35,TRUE,TRUE,TRUE,TRUE,4
ITPA,TRUE,TRUE,TRUE,TRUE,4
MKKS,TRUE,TRUE,TRUE,FALSE,3
NAA20,TRUE,TRUE,TRUE,TRUE,4
PYGB,TRUE,TRUE,TRUE,TRUE,4
ZNF337,TRUE,TRUE,TRUE,TRUE,4
PXMP4,TRUE,TRUE,TRUE,TRUE,4
DYNLRB1,TRUE,TRUE,TRUE,TRUE,4
NCOA6,TRUE,TRUE,TRUE,TRUE,4
SRC,TRUE,TRUE,TRUE,TRUE,4
BLCAP,TRUE,TRUE,TRUE,TRUE,4
NNAT,TRUE,TRUE,TRUE,TRUE,4
PKIG,TRUE,TRUE,TRUE,TRUE,4
STK4,TRUE,TRUE,TRUE,TRUE,4
SYS1-DBNDD2,TRUE,TRUE,FALSE,TRUE,3
WFDC2,TRUE,TRUE,TRUE,FALSE,3
WFDC3,TRUE,TRUE,TRUE,FALSE,3
NCOA5,TRUE,TRUE,TRUE,TRUE,4
PREX1,TRUE,TRUE,TRUE,TRUE,4
KCNB1,TRUE,TRUE,TRUE,TRUE,4
DPM1,TRUE,TRUE,TRUE,TRUE,4
RTF2,TRUE,TRUE,TRUE,TRUE,4
GNAS,TRUE,TRUE,TRUE,TRUE,4
ATP5F1E,TRUE,TRUE,TRUE,TRUE,4
RPS21,TRUE,TRUE,TRUE,TRUE,4
EEF1A2,TRUE,TRUE,TRUE,TRUE,4
MHENCR,TRUE,TRUE,TRUE,TRUE,4
FSTL3,TRUE,TRUE,TRUE,TRUE,4
ATP5F1D,TRUE,TRUE,TRUE,TRUE,4
NDUFS7,TRUE,FALSE,TRUE,TRUE,3
MBD3,TRUE,TRUE,TRUE,TRUE,4
MKNK2,TRUE,TRUE,TRUE,TRUE,4
PLEKHJ1,TRUE,TRUE,TRUE,TRUE,4
LSM7,TRUE,TRUE,TRUE,TRUE,4
TIMM13,TRUE,TRUE,TRUE,TRUE,4
PIP5K1C,TRUE,TRUE,TRUE,TRUE,4
ANKRD24,TRUE,TRUE,TRUE,TRUE,4
UBXN6,TRUE,TRUE,TRUE,TRUE,4
HDGFL2,TRUE,TRUE,TRUE,TRUE,4
PET100,TRUE,TRUE,FALSE,TRUE,3
CLEC4G,TRUE,TRUE,TRUE,TRUE,4
SNAPC2,TRUE,TRUE,TRUE,TRUE,4
ILF3-DT,TRUE,TRUE,TRUE,TRUE,4
STX10,TRUE,TRUE,TRUE,TRUE,4
IER2,TRUE,TRUE,TRUE,TRUE,4
ILVBL,TRUE,TRUE,TRUE,TRUE,4
EPS15L1,TRUE,TRUE,TRUE,TRUE,4
USE1,TRUE,TRUE,FALSE,FALSE,2
MAP1S,TRUE,TRUE,TRUE,TRUE,4
RPL18A,TRUE,TRUE,TRUE,TRUE,4
LSM4,TRUE,TRUE,TRUE,TRUE,4
KXD1,TRUE,TRUE,TRUE,TRUE,4
NR2C2AP,TRUE,TRUE,TRUE,TRUE,4
NDUFA13,TRUE,TRUE,FALSE,TRUE,3
PDCD5,TRUE,TRUE,TRUE,TRUE,4
ZNF302,TRUE,TRUE,TRUE,TRUE,4
CLIP3,TRUE,TRUE,TRUE,TRUE,4
CAPNS1,TRUE,TRUE,TRUE,TRUE,4
COX7A1,TRUE,TRUE,FALSE,FALSE,2
GMFG,TRUE,TRUE,TRUE,TRUE,4
TTC9B,TRUE,TRUE,TRUE,TRUE,4
HNRNPUL1,TRUE,TRUE,TRUE,TRUE,4
RABAC1,TRUE,TRUE,TRUE,TRUE,4
BCL3,TRUE,TRUE,FALSE,FALSE,2
CLASRP,TRUE,TRUE,TRUE,TRUE,4
ERCC1,TRUE,TRUE,TRUE,TRUE,4
RTN2,TRUE,TRUE,TRUE,TRUE,4
EML2,TRUE,TRUE,TRUE,TRUE,4
FBXO46,TRUE,TRUE,FALSE,TRUE,3
PNMA8C,TRUE,TRUE,TRUE,TRUE,4
STRN4,TRUE,TRUE,TRUE,TRUE,4
ZC3H4,TRUE,TRUE,TRUE,TRUE,4
SELENOW,TRUE,TRUE,TRUE,TRUE,4
DBP,TRUE,TRUE,TRUE,TRUE,4
BAX,TRUE,TRUE,TRUE,TRUE,4
LIN7B,TRUE,TRUE,TRUE,TRUE,4
PIH1D1,TRUE,TRUE,TRUE,TRUE,4
NOSIP,TRUE,TRUE,TRUE,FALSE,3
PTOV1,TRUE,TRUE,TRUE,TRUE,4
EMC10,TRUE,TRUE,TRUE,TRUE,4
ETFB,TRUE,TRUE,TRUE,TRUE,4
ZNF701,TRUE,TRUE,TRUE,TRUE,4
TFPT,TRUE,TRUE,TRUE,TRUE,4
TNNT1,TRUE,TRUE,FALSE,FALSE,2
ISOC2,TRUE,TRUE,TRUE,FALSE,3
ZNF667-AS1,TRUE,TRUE,TRUE,TRUE,4
HDHD5,TRUE,TRUE,TRUE,FALSE,3
BID,TRUE,TRUE,TRUE,TRUE,4
COMT,TRUE,TRUE,TRUE,TRUE,4
DGCR8,TRUE,FALSE,TRUE,TRUE,3
THAP7,TRUE,FALSE,TRUE,FALSE,2
SPECC1L,TRUE,TRUE,TRUE,FALSE,3
MIAT,TRUE,TRUE,TRUE,TRUE,4
EWSR1,TRUE,TRUE,TRUE,TRUE,4
CCDC157,TRUE,TRUE,FALSE,FALSE,2
PATZ1,TRUE,TRUE,TRUE,TRUE,4
HMGXB4,TRUE,TRUE,TRUE,TRUE,4
APOL2,TRUE,TRUE,TRUE,TRUE,4
TXN2,TRUE,TRUE,TRUE,TRUE,4
SYNGR1,TRUE,TRUE,TRUE,TRUE,4
RPS19BP1,TRUE,TRUE,TRUE,TRUE,4
TNRC6B,TRUE,TRUE,TRUE,TRUE,4
ZC3H7B,TRUE,TRUE,TRUE,TRUE,4
NDUFA6,TRUE,TRUE,TRUE,TRUE,4
CYB5R3,TRUE,TRUE,TRUE,TRUE,4
TTLL12,TRUE,TRUE,TRUE,FALSE,3
MPPED1,TRUE,TRUE,TRUE,TRUE,4
SULT4A1,TRUE,TRUE,TRUE,TRUE,4
MAPK12,TRUE,TRUE,TRUE,TRUE,4
CHKB,TRUE,TRUE,TRUE,TRUE,4
MIR99AHG,TRUE,TRUE,TRUE,TRUE,4
ATP5PF,TRUE,TRUE,TRUE,TRUE,4
GABPA,TRUE,TRUE,TRUE,FALSE,3
APP,TRUE,TRUE,TRUE,TRUE,4
BRWD1,TRUE,TRUE,TRUE,TRUE,4
PDE9A,TRUE,TRUE,TRUE,TRUE,4
PDXK,TRUE,TRUE,TRUE,TRUE,4
AGPAT3,TRUE,FALSE,TRUE,TRUE,3
TRAPPC10,TRUE,TRUE,TRUE,TRUE,4
TRPM2,TRUE,TRUE,TRUE,TRUE,4
PRKCZ,TRUE,TRUE,TRUE,TRUE,4
SLC25A33,TRUE,TRUE,TRUE,TRUE,4
CENPS-CORT,TRUE,FALSE,FALSE,FALSE,1
AGTRAP,TRUE,TRUE,TRUE,FALSE,3
